Type,Car_Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Azkarra,SUV,Qassim,Geely,Automatic,Saudi,Full,2021,1.5,20000,78000
Avalon,Sedan,Taef,Toyota,Automatic,Saudi,Full,2017,3.5,180000,95000
RX,SUV,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,176700,130000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Standard,2018,5.3,82011,146500
Caprice,Sedan,Dammam,Chevrolet,Automatic,Saudi,Full,2013,6.0,190000,50000
Innova,MPV,Dammam,Toyota,Automatic,Saudi,Standard,2014,2.7,123000,33000
GL,SUV,Riyadh,Mercedes,Automatic,Saudi,Full,2012,4.8,106000,71000
Furniture,Other,Al-Medina,Toyota,Automatic,Saudi,Full,2008,4.0,288000,36000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,45370,49000
Veloster,Hatchback,Riyadh,Hyundai,Automatic,Saudi,Full,2013,2.0,248000,25000
L200,Pickup,Jeddah,Mitsubishi,Manual,Saudi,Standard,2020,2.5,197,71000
Datsun,Sedan,Jeddah,Nissan,Manual,Saudi,Standard,2015,2.7,77000,45000
6,Sedan,Qassim,Mazda,Automatic,Gulf Arabic,Standard,2016,2.0,196000,50000
City,Sedan,Riyadh,Honda,Automatic,Gulf Arabic,Full,2016,4.0,51000,43000
G,Sedan,Dammam,Mercedes,Automatic,Saudi,Full,2015,4.0,188000,270000
Sonata,Sedan,Dammam,Hyundai,Automatic,Saudi,Full,2017,2.4,69000,51000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,90000,27000
Marquis,Sedan,Tabouk,Ford,Automatic,Other,Standard,2007,4.6,260000,18000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,73567,36500
Elantra,Sedan,Hail,Hyundai,Automatic,Saudi,Standard,2017,2.0,86000,34000
Explorer,SUV,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,127000,88000
LX,SUV,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2020,5.7,19131,406500
FJ,SUV,Dammam,Toyota,Automatic,Saudi,Full,2017,4.0,265000,110000
Land Cruiser,SUV,Dammam,Toyota,Manual,Saudi,Standard,2006,4.5,86000,90000
Tahoe,SUV,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2011,5.3,250000,40000
Cerato,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2017,1.6,20000,41000
Taurus,Sedan,Dammam,Ford,Automatic,Other,Semi Full,2016,3.5,108000,79000
Sentra,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.6,50700,37000
Yaris,Hatchback,Tabouk,Toyota,Automatic,Saudi,Standard,2017,1.5,12500,32000
Rio,Hatchback,Jubail,Kia,Manual,Saudi,Standard,2011,1.4,218000,11500
Yaris,Hatchback,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,119000,32000
Symbol,Sedan,Riyadh,Renault,Automatic,Saudi,Standard,2016,1.6,173000,16000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,161796,54500
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,89685,34500
Q,Sedan,Riyadh,INFINITI,Automatic,Saudi,Full,2019,3.5,5000,90500
Optima,Sedan,Jeddah,Kia,Automatic,Saudi,Standard,2015,2.0,72000,43000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Standard,2017,4.0,107,125000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,25500
3,Sedan,Al-Medina,Mazda,Automatic,Saudi,Standard,2018,1.8,23000,55000
The 7,Sedan,Riyadh,BMW,Automatic,Gulf Arabic,Full,2020,2.0,14000,349000
Tahoe,SUV,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013,5.3,300000,48000
LX,SUV,Jeddah,Lexus,Automatic,Saudi,Full,2020,5.7,10000,425000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2011,5.3,200000,42000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.6,73000,45000
Cadenza,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,83000,50000
Innova,MPV,Hafar Al-Batin,Toyota,Automatic,Saudi,Standard,2008,2.7,90000,20000
Prado,SUV,Hafar Al-Batin,Toyota,Automatic,Gulf Arabic,Semi Full,2017,1.0,95000,130000
GS,Sedan,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2018,5.0,95000,250000
Taurus,Sedan,Riyadh,Ford,Automatic,Saudi,Standard,2018,2.0,71000,65000
Range Rover,SUV,Riyadh,Land Rover,Automatic,Gulf Arabic,Full,2016,5.0,132501,245000
Ertiga,MPV,Al-Medina,Suzuki,Automatic,Saudi,Semi Full,2015,1.8,168000,22000
Cerato,Sedan,Jeddah,Kia,Automatic,Saudi,Semi Full,2016,1.6,112000,30000
Sorento,SUV,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2015,6.0,171000,45000
S,Sedan,Aseer,Mercedes,Automatic,Saudi,Full,2008,1.0,190,65000
Cerato,Sedan,Dammam,Kia,Automatic,Saudi,Standard,2017,1.6,132700,29000
Yukon,SUV,Aseer,GMC,Automatic,Saudi,Standard,2008,5.3,235000,40000
Prado,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,58000,151000
RX5,SUV,Abha,MG,Automatic,Saudi,Full,2020,2.0,4500,65000
Optima,Sedan,Riyadh,Kia,Automatic,Gulf Arabic,Full,2015,2.4,79680,49000
Sunny,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,26800
Envoy,SUV,Jeddah,GMC,Automatic,Other,Standard,2009,4.2,242000,14250
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131000,35000
Sentra,Sedan,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014,1.4,165000,18500
Camry,Sedan,Tabouk,Toyota,Automatic,Saudi,Standard,2017,2.5,120,55000
Pilot,SUV,Dammam,Honda,Automatic,Other,Semi Full,2005,6.0,4130,15000
RX,SUV,Dammam,Lexus,Automatic,Saudi,Full,2016,3.5,121000,130000
CT6,Sedan,Riyadh,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,150000
Picanto,Hatchback,Jeddah,Kia,Manual,Saudi,Standard,2010,1.0,200000,10000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109746,34000
Elantra,Sedan,Najran,Hyundai,Manual,Saudi,Standard,2011,2.0,300000,13000
Sportage,SUV,Dammam,Kia,Automatic,Saudi,Semi Full,2018,2.0,128000,60000
Range Rover,SUV,Jeddah,Land Rover,Automatic,Saudi,Full,2018,5.0,44000,365000
X,Sedan,Riyadh,BMW,Automatic,Other,Full,2011,3.0,290,48000
Hilux,Pickup,Arar,Toyota,Manual,Saudi,Full,2018,2.7,35000,85000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,183000,27000
Corolla,Sedan,Dammam,Toyota,Automatic,Saudi,Standard,2015,1.6,36000,45000
Senta fe,SUV,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,3.3,62000,55000
Patrol,SUV,Dammam,Nissan,Automatic,Saudi,Full,2014,5.6,106000,135000
Cruze,Sedan,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017,1.8,101000,30000
Elantra,Sedan,Jeddah,Hyundai,Automatic,Saudi,Full,2015,2.0,270000,27000
F150,Pickup,Qassim,Ford,Automatic,Saudi,Full,2014,3.2,200000,58000
Grand Cherokee,SUV,Jeddah,Jeep,Automatic,Saudi,Full,2014,5.8,270000,60000
Sierra,Pickup,Tabouk,GMC,Automatic,Saudi,Full,2015,5.3,272,70000
ES,Sedan,Tabouk,Lexus,Automatic,Saudi,Full,2013,3.6,137000,90000
Land Cruiser,SUV,Qassim,Toyota,Manual,Gulf Arabic,Semi Full,2007,4.6,315,60000
Other,Other,Al-Medina,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,45000
C300,Sedan,Dammam,Chrysler,Automatic,Other,Full,2016,3.5,83000,86000
Prado,SUV,Qassim,Toyota,Automatic,Saudi,Semi Full,2018,4.0,131000,137000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Full,2018,3.5,44000,96000
Taurus,Sedan,Dammam,Ford,Automatic,Saudi,Standard,2019,2.0,60000,78000
Yaris,Hatchback,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,61000,38000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,109000,31000
Altima,Sedan,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
Escalade,SUV,Al-Medina,Cadillac,Automatic,Other,Full,2010,6.2,194000,37000
Silverado,Pickup,Dammam,Chevrolet,Automatic,Saudi,Standard,2018,5.3,57000,89000
Camry,Sedan,Al-Baha,Toyota,Automatic,Saudi,Full,2017,2.5,31000,75000
Expedition,SUV,Riyadh,Ford,Automatic,Saudi,Semi Full,2012,5.4,177078,51000
Tiggo,SUV,Riyadh,Chery,Automatic,Saudi,Standard,2021,1.5,4175,42500
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2007,4.8,514,60000
Q,Sedan,Jeddah,INFINITI,Automatic,Saudi,Full,2020,3.7,2000,155000
Hilux,Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2016,2.7,220000,68000
Hilux,Pickup,Al-Ahsa,Toyota,Automatic,Saudi,Full,2020,2.7,22000,120000
G80,Sedan,Riyadh,Genesis,Automatic,Saudi,Full,2019,3.0,52000,130000
Odyssey,Minivan,Riyadh,Honda,Automatic,Saudi,Full,2010,3.5,260000,33000
Malibu,Sedan,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017,2.4,117000,45000
Hilux,Pickup,Riyadh,Toyota,Manual,Saudi,Semi Full,2018,2.7,111362,64500
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016,6.0,230000,75000
Tucson,SUV,Dammam,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
Odyssey,Minivan,Jeddah,Honda,Automatic,Saudi,Semi Full,2020,3.5,1300,165000
C,Sedan,Al-Medina,Mercedes,Automatic,Saudi,Full,2017,2.5,118000,119000
GLC,SUV,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2020,2.0,7000,275000
Accent,Sedan,Jeddah,Hyundai,Automatic,Saudi,Full,2020,1.6,34000,56000
Q5,SUV,Jeddah,Audi,Automatic,Saudi,Standard,2018,2.5,17000,138000
Seven,Sedan,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37644,27500
Explorer,SUV,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016,3.5,53000,113000
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Standard,2016,2.5,136111,53500
Spark,Hatchback,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2019,1.4,58000,26000
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2019,3.5,8968,81500
CS35,SUV,Dammam,Changan,Automatic,Saudi,Full,2021,1.6,2400,51000
Patrol,SUV,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,4900,258000
Cerato,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2014,1.6,155000,21000
Accord,Sedan,Al-Namas,Honda,Automatic,Saudi,Standard,2012,5.0,300000,30000
Accent,Sedan,Al-Jouf,Hyundai,Automatic,Saudi,Semi Full,2018,1.4,114969,30000
Marquis,Sedan,Jazan,Ford,Automatic,Other,Full,2009,4.6,274000,35500
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,120377,42000
Hilux,Pickup,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2019,2.7,32595,105000
Yaris,Hatchback,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,190000,26000
Edge,SUV,Jubail,Ford,Automatic,Other,Semi Full,2010,3.5,187200,25000
CX9,SUV,Riyadh,Mazda,Automatic,Saudi,Full,2020,2.5,21367,148500
Pathfinder,SUV,Riyadh,Nissan,Automatic,Saudi,Standard,2007,3.5,111,30000
Azkarra,SUV,Dammam,Geely,Automatic,Saudi,Full,2021,1.5,23000,75000
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,32000
Flex,SUV,Al-Ahsa,Ford,Automatic,Other,Standard,2016,3.5,183000,60000
Hilux,Pickup,Hail,Toyota,Automatic,Saudi,Semi Full,2016,2.7,162500,84000
E,Sedan,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
Tucson,SUV,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,22000,80000
Tahoe,SUV,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,5.3,124000,120000
Expedition,SUV,Aseer,Ford,Automatic,Saudi,Semi Full,2014,5.4,140000,36000
Hilux,Pickup,Makkah,Toyota,Automatic,Saudi,Semi Full,2016,2.7,211000,66000
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,128000,32000
Veloster,Hatchback,Jeddah,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,25000
A4,Sedan,Jeddah,Audi,Automatic,Gulf Arabic,Full,2009,1.8,223000,27000
Prado,SUV,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,92000,130000
Yukon,SUV,Hail,GMC,Automatic,Saudi,Semi Full,2011,5.3,223,40000
Camry,Sedan,Dammam,Toyota,Automatic,Saudi,Full,2017,2.5,135000,73000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,3.0,107154,61000
Charger,Sedan,Abha,Dodge,Automatic,Saudi,Full,2013,5.7,216841,40000
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,79000,36000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,197990,30000
XJ,Sedan,Jeddah,Jaguar,Automatic,Saudi,Full,2016,3.0,38000,155000
A3,Hatchback,Jeddah,Audi,Automatic,Saudi,Semi Full,2020,1.4,6000,105000
Acadia,SUV,Riyadh,GMC,Automatic,Gulf Arabic,Full,2012,3.6,220000,40000
Optima,Sedan,Riyadh,Kia,Manual,Saudi,Standard,2015,2.4,104000,25000
Avalon,Sedan,Jeddah,Toyota,Automatic,Saudi,Semi Full,2016,3.5,86000,87000
Land Cruiser Pickup,Pickup,Riyadh,Toyota,Manual,Gulf Arabic,Full,2021,4.0,1519,175000
Accent,Sedan,Dammam,Hyundai,Automatic,Saudi,Standard,2018,1.4,130000,32000
Impala,Sedan,Dammam,Chevrolet,Automatic,Saudi,Standard,2016,3.5,91000,55000
Furniture,Other,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,55000,123000
Sunny,Sedan,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.5,156103,23000
Acadia,SUV,Riyadh,GMC,Automatic,Saudi,Semi Full,2016,3.6,106000,75000
Sentra,Sedan,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018,1.6,78000,38000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,143021,30000
Accord,Sedan,Riyadh,Honda,Automatic,Saudi,Full,2018,1.5,39000,72000
Hilux,Pickup,Tabouk,Toyota,Manual,Saudi,Standard,2011,1.4,300000,20000
Wrangler,SUV,Dammam,Jeep,Automatic,Saudi,Full,2018,3.0,70000,108000
VTC,Sedan,Dammam,Nissan,Manual,Saudi,Standard,2009,4.0,54000,42000
Taurus,Sedan,Hail,Ford,Automatic,Saudi,Semi Full,2012,6.0,166000,30000
Land Cruiser Pickup,Pickup,Riyadh,Nissan,Manual,Saudi,Full,2016,4.8,50000,85000
H2,SUV,Jeddah,HAVAL,Automatic,Saudi,Full,2021,1.5,2800,57000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,114154,43000
Wrangler,SUV,Dammam,Jeep,Automatic,Saudi,Full,2018,3.6,61300,165000
The 7,Sedan,Jeddah,BMW,Automatic,Saudi,Full,2015,3.5,110000,105000
FJ,SUV,Riyadh,Toyota,Automatic,Saudi,Full,2015,4.0,259880,89000
Camry,Sedan,Dammam,Toyota,Automatic,Gulf Arabic,Standard,2017,2.5,107000,50000
Elantra,Sedan,Makkah,Hyundai,Automatic,Saudi,Full,2021,1.7,2600,95000
Avalon,Sedan,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016,3.5,93000,75000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.5,71629,50000
Carnival,Minivan,Dammam,Kia,Automatic,Saudi,Standard,2009,3.5,126000,20000
Ghost,Sedan,Dammam,Rolls-Royce,Automatic,Saudi,Full,2016,6.0,40000,620000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2016,2.4,38000,63000
Datsun,Sedan,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,87300,53500
Land Cruiser,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017,5.7,100000,210000
Expedition,SUV,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,190000,50000
Senta fe,SUV,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2015,3.3,120,57000
Tucson,SUV,Jeddah,Hyundai,Automatic,Saudi,Standard,2018,2.0,17002,70500
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.4,155000,35000
Prado,SUV,Dammam,Toyota,Automatic,Saudi,Full,2016,4.0,69900,128000
Expedition,SUV,Jubail,Ford,Automatic,Saudi,Semi Full,2014,5.4,184000,52000
Cadenza,Sedan,Yanbu,Kia,Automatic,Saudi,Semi Full,2020,3.3,17000,95000
Charger,Sedan,Riyadh,Dodge,Automatic,Saudi,Semi Full,2016,3.6,165407,76500
HS,SUV,Jeddah,MG,Automatic,Saudi,Full,2020,2.0,12000,80000
Yaris,Hatchback,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,134000,36000
Suburban,SUV,Qurayyat,Chevrolet,Automatic,Saudi,Full,2007,5.3,300000,30000
H1,Van,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,2.4,144000,50000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,70568,51500
Sierra,Pickup,Qassim,GMC,Automatic,Saudi,Semi Full,2020,5.3,91000,135000
6,Sedan,Jeddah,Mazda,Automatic,Saudi,Full,2021,2.5,14500,106000
Accent,Sedan,Jeddah,Hyundai,Automatic,Saudi,Standard,2017,1.4,138000,24000
Caprice,Sedan,Riyadh,Chevrolet,Automatic,Saudi,Full,2011,6.0,200000,46000
LX,SUV,Dammam,Lexus,Automatic,Saudi,Full,2014,5.7,150000,190000
Camry,Sedan,Dammam,Toyota,Automatic,Saudi,Full,2019,2.5,97000,90000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,159000,39000
Fusion,Sedan,Hail,Ford,Automatic,Saudi,Semi Full,2015,2.4,178000,30000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,108000,29000
Expedition,SUV,Dammam,Ford,Automatic,Saudi,Standard,2013,5.4,21700,35000
Innova,MPV,Dammam,Toyota,Automatic,Saudi,Full,2016,2.7,101000,72000
Emgrand,Sedan,Riyadh,Geely,Automatic,Saudi,Semi Full,2020,1.8,15000,60000
Seltos,SUV,Al-Medina,Kia,Automatic,Saudi,Standard,2021,1.6,1700,70000
Cerato,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2018,1.6,127000,41500
CT6,Sedan,Jeddah,Cadillac,Automatic,Saudi,Full,2017,3.0,70000,175000
Prado,SUV,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,77000,139000
Edge,SUV,Jeddah,Ford,Automatic,Other,Semi Full,2011,3.5,260,26000
Acadia,SUV,Dammam,GMC,Automatic,Saudi,Semi Full,2011,3.6,253000,20000
Optima,Sedan,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2015,2.4,68245,45000
Camry,Sedan,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.0,260000,53000
6,Sedan,Riyadh,Mazda,Automatic,Saudi,Standard,2019,2.5,129000,65000
5,Sedan,Dammam,MG,Automatic,Saudi,Standard,2020,1.5,3500,41000
Patrol,SUV,Jeddah,Nissan,Automatic,Saudi,Full,2017,6.0,12000,128000
RX8,SUV,Jeddah,MG,Automatic,Saudi,Semi Full,2020,2.0,19000,88000
Prado,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,39000,151000
Sentra,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2016,1.6,139000,36000
Sierra,Pickup,Riyadh,GMC,Automatic,Other,Semi Full,2020,5.3,15800,150000
Furniture,Other,Dammam,Toyota,Automatic,Saudi,Semi Full,2020,4.0,40000,132000
Pajero,SUV,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2015,3.5,135063,52000
Altima,Sedan,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017,2.5,40000,67000
Yukon,SUV,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,177000,75000
Impala,Sedan,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2019,3.6,84000,77000
X,Sedan,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015,1.6,72000,170000
301,Sedan,Tabouk,Peugeot,Automatic,Saudi,Standard,2014,1.6,159,12000
Taurus,Sedan,Dammam,Ford,Automatic,Other,Semi Full,2019,3.5,108000,97000
Patrol,SUV,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,1800,265000
Durango,SUV,Jeddah,Dodge,Automatic,Saudi,Full,2012,6.0,284000,33000
Elantra,Sedan,Al-Medina,Hyundai,Automatic,Other,Semi Full,2015,2.0,276000,30000
CX9,SUV,Jeddah,Mazda,Automatic,Saudi,Full,2020,2.5,30877,135000
S,Sedan,Al-Medina,Mercedes,Automatic,Gulf Arabic,Full,2012,3.3,85000,110000
Hilux,Pickup,Riyadh,Toyota,Manual,Saudi,Full,2014,2.7,221000,70000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Full,2015,3.5,215515,42000
Sonata,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,108000,55000
CX9,SUV,Jeddah,Mazda,Automatic,Saudi,Semi Full,2015,3.7,221000,48000
IS,Sedan,Dammam,Lexus,Automatic,Gulf Arabic,Full,2016,3.5,89000,128000
EC7,Sedan,Riyadh,Geely,Manual,Saudi,Full,2014,1.8,161300,12000
Corolla,Sedan,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,81000,55000
Hilux,Pickup,Hail,Toyota,Automatic,Other,Full,2016,2.7,208,77000
City,Sedan,Qassim,Honda,Automatic,Gulf Arabic,Standard,2018,1.5,36000,35000
Accent,Sedan,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,147000,29000
Corolla,Sedan,Tabouk,Toyota,Automatic,Other,Standard,2016,5.8,114,35000
Explorer,SUV,Al-Ahsa,Ford,Automatic,Other,Standard,2017,1.4,187000,73500
D-MAX,Pickup,Dammam,Isuzu,Manual,Saudi,Standard,2014,2.5,288000,42000
Rio,Hatchback,Dammam,Kia,Automatic,Saudi,Semi Full,2017,1.4,12000,26500
Ranger,Pickup,Dammam,Ford,Manual,Saudi,Semi Full,2015,2.0,219000,45000
E,Sedan,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2017,2.0,98000,210000
Azera,Sedan,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,56000,77000
Silverado,Pickup,Abha,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,164000,80000
Challenger,Sports Car,Jeddah,Dodge,Automatic,Saudi,Semi Full,2015,3.6,260,55000
Tucson,SUV,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,170000,58000
Q,Sedan,Riyadh,INFINITI,Automatic,Saudi,Semi Full,2015,2.0,74000,69500
Sierra,Pickup,Dammam,GMC,Automatic,Saudi,Standard,2011,6.0,233000,36000
Camry,Sedan,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016,2.4,75000,68000
C,Sedan,Riyadh,Mercedes,Automatic,Other,Full,2016,2.0,120000,114000
Explorer,SUV,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2016,3.5,111000,75000
Cadenza,Sedan,Riyadh,Kia,Automatic,Saudi,Full,2017,3.5,179000,73000
Accent,Sedan,Jeddah,Hyundai,Manual,Gulf Arabic,Standard,2011,1.5,230000,15000
Senta fe,SUV,Riyadh,Hyundai,Automatic,Other,Semi Full,2016,2.0,105000,76000
Charger,Sedan,Riyadh,Dodge,Automatic,Other,Semi Full,2017,5.7,141000,108000
EC8,Sedan,Riyadh,Geely,Automatic,Saudi,Full,2012,2.3,200000,11500
A8,Sedan,Jeddah,Audi,Automatic,Saudi,Full,2013,3.0,134000,85000
Prado,SUV,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,24000,140000
Patrol,SUV,Jeddah,Nissan,Automatic,Saudi,Full,2020,4.0,29000,238000
Elantra,Sedan,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018,2.0,70000,57000
3008,SUV,Riyadh,Peugeot,Automatic,Saudi,Full,2014,1.5,76335,30000
Focus,Hatchback,Riyadh,Ford,Automatic,Saudi,Standard,2013,1.6,145000,14000
Sportage,SUV,Dammam,Kia,Automatic,Saudi,Standard,2021,1.6,4000,75000
Sonata,Sedan,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,53000,79000
Cerato,Sedan,Jeddah,Kia,Automatic,Other,Full,2016,2.0,89000,40000
The 7,Sedan,Dammam,BMW,Automatic,Gulf Arabic,Full,2020,2.0,4500,325000
Taurus,Sedan,Al-Ahsa,Ford,Automatic,Saudi,Standard,2014,3.5,211886,42000
Suvana,SUV,Riyadh,Foton,Automatic,Gulf Arabic,Full,2017,2.7,11000,43000
Prius,Hybrid,Qassim,Toyota,Automatic,Saudi,Standard,2017,1.8,50000,54900
Pajero,SUV,Riyadh,Mitsubishi,Automatic,Saudi,Semi Full,2016,3.5,153042,61500
Cayenne,SUV,Jeddah,Porsche,Automatic,Saudi,Full,2009,3.6,277000,42000
Tahoe,SUV,Riyadh,Chevrolet,Automatic,Other,Full,2008,2.9,265000,33000
Furniture,Other,Riyadh,Toyota,Automatic,Saudi,Standard,2021,2.7,16444,104500
Altima,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2016,2.5,112915,49000
G80,Sedan,Riyadh,Genesis,Automatic,Saudi,Semi Full,2019,3.8,84000,120000
H1,Van,Dammam,Hyundai,Automatic,Saudi,Full,2018,2.4,74000,77000
Elantra,Sedan,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,150000,47000
Furniture,Other,Makkah,Toyota,Automatic,Saudi,Standard,2021,2.7,3000,100000
Opirus,Sedan,Yanbu,Kia,Automatic,Saudi,Semi Full,2009,6.0,216000,16000
Yukon,SUV,Riyadh,GMC,Automatic,Saudi,Standard,2020,5.3,19348,186500
S,Sedan,Riyadh,Mercedes,Automatic,Other,Full,2014,3.0,179000,169000
Cerato,Sedan,Riyadh,Kia,Automatic,Saudi,Standard,2016,1.6,47000,29000
X-Trail,SUV,Dammam,Nissan,Automatic,Saudi,Standard,2006,2.5,238000,13000
Altima,Sedan,Riyadh,Nissan,Automatic,Saudi,Standard,2017,2.5,90000,39000
